comment,case_folding,cleansing,normalized_reviews,tokenizing,stopwords_removed
"Polisi itu sudah bobrok, karena polisi yg baik ditaro di belang, dipojokan, akhirnya polisi bobrok, yg pinter merekayasa kasus biar terlihat hebat, itulah polisi sekarang yg dikuasai oknum. Knpa hebat nangkap teroris, karena pake metodologi di awasi atau dipantau 24 jam pergerakan nya, kalau seperti spontan, seperti demo dll, akan kesulitan, alias kesulitan bersikap jujur. Rakyat aj hebat, giliran di kasih jabatan polisi, kasus ijazah, yg sederhana aj ribet, bukan gak bisa cepat, tetapi kesulitan gimana ngebohongi publik.","polisi itu sudah bobrok, karena polisi yg baik ditaro di belang, dipojokan, akhirnya polisi bobrok, yg pinter merekayasa kasus biar terlihat hebat, itulah polisi sekarang yg dikuasai oknum. knpa hebat nangkap teroris, karena pake metodologi di awasi atau dipantau 24 jam pergerakan nya, kalau seperti spontan, seperti demo dll, akan kesulitan, alias kesulitan bersikap jujur. rakyat aj hebat, giliran di kasih jabatan polisi, kasus ijazah, yg sederhana aj ribet, bukan gak bisa cepat, tetapi kesulitan gimana ngebohongi publik.",polisi itu sudah bobrok karena polisi yg baik ditaro di belang dipojokan akhirnya polisi bobrok yg pinter merekayasa kasus biar terlihat hebat itulah polisi sekarang yg dikuasai oknum knpa hebat nangkap teroris karena pake metodologi di awasi atau dipantau jam pergerakan nya kalau seperti spontan seperti demo dll akan kesulitan alias kesulitan bersikap jujur rakyat aj hebat giliran di kasih jabatan polisi kasus ijazah yg sederhana aj ribet bukan gak bisa cepat tetapi kesulitan gimana ngebohongi publik,polisi itu sudah bobrok karena polisi yang baik ditaro di belang dipojokan akhirnya polisi bobrok yang pintar merekayasa kasus biar terlihat hebat itulah polisi sekarang yang dikuasai oknum kenapa hebat nangkap teroris karena pakai metodologi di awasi atau dipantau jam pergerakan nya kalau seperti spontan seperti demo dll akan kesulitan alias kesulitan bersikap jujur rakyat saja hebat giliran di kasih jabatan polisi kasus ijazah yang sederhana saja ribet bukan enggak bisa cepat tetapi kesulitan bagaimana ngebohongi publik,"['polisi', 'itu', 'sudah', 'bobrok', 'karena', 'polisi', 'yang', 'baik', 'ditaro', 'di', 'belang', 'dipojokan', 'akhirnya', 'polisi', 'bobrok', 'yang', 'pintar', 'merekayasa', 'kasus', 'biar', 'terlihat', 'hebat', 'itulah', 'polisi', 'sekarang', 'yang', 'dikuasai', 'oknum', 'kenapa', 'hebat', 'nangkap', 'teroris', 'karena', 'pakai', 'metodologi', 'di', 'awasi', 'atau', 'dipantau', 'jam', 'pergerakan', 'nya', 'kalau', 'seperti', 'spontan', 'seperti', 'demo', 'dll', 'akan', 'kesulitan', 'alias', 'kesulitan', 'bersikap', 'jujur', 'rakyat', 'saja', 'hebat', 'giliran', 'di', 'kasih', 'jabatan', 'polisi', 'kasus', 'ijazah', 'yang', 'sederhana', 'saja', 'ribet', 'bukan', 'enggak', 'bisa', 'cepat', 'tetapi', 'kesulitan', 'bagaimana', 'ngebohongi', 'publik']","['polisi', 'bobrok', 'polisi', 'ditaro', 'belang', 'dipojokan', 'polisi', 'bobrok', 'pintar', 'merekayasa', 'biar', 'hebat', 'polisi', 'dikuasai', 'oknum', 'hebat', 'nangkap', 'teroris', 'pakai', 'metodologi', 'awasi', 'dipantau', 'jam', 'pergerakan', 'nya', 'spontan', 'demo', 'dll', 'kesulitan', 'alias', 'kesulitan', 'bersikap', 'jujur', 'rakyat', 'hebat', 'giliran', 'kasih', 'jabatan', 'polisi', 'ijazah', 'sederhana', 'ribet', 'cepat', 'kesulitan', 'ngebohongi', 'publik']"
Fufufafa apakabar om ded 😅,fufufafa apakabar om ded 😅,fufufafa apakabar om ded,fufufafa apakabar om ded,"['fufufafa', 'apakabar', 'om', 'ded']","['fufufafa', 'apakabar', 'om', 'ded']"
"Harus nya yg punya skill di modalin dan di pasilitasi ,","harus nya yg punya skill di modalin dan di pasilitasi ,",harus nya yg punya skill di modalin dan di pasilitasi,harus nya yang punya skill di modalin dan di pasilitasi,"['harus', 'nya', 'yang', 'punya', 'skill', 'di', 'modalin', 'dan', 'di', 'pasilitasi']","['nya', 'skill', 'modalin', 'pasilitasi']"
"Hahaha ilang hp aja gabisa nangkep , apalagi hacker wkwkwk","hahaha ilang hp aja gabisa nangkep , apalagi hacker wkwkwk",hahaha ilang hp aja gabisa nangkep apalagi hacker wkwkwk,hahaha hilang hp saja enggak bisa nangkep apalagi hacker wkwkwk,"['hahaha', 'hilang', 'hp', 'saja', 'enggak', 'bisa', 'nangkep', 'apalagi', 'hacker', 'wkwkwk']","['hahaha', 'hilang', 'hp', 'nangkep', 'hacker', 'wkwkwk']"
"+62 pantang pakai ahli, yg penting bisa patuh dan pinter sanjung!,  mereka mau bantu juga mikir 2x😁","+62 pantang pakai ahli, yg penting bisa patuh dan pinter sanjung!,  mereka mau bantu juga mikir 2x😁",pantang pakai ahli yg penting bisa patuh dan pinter sanjung mereka mau bantu juga mikir x,pantang pakai ahli yang penting bisa patuh dan pintar sanjung mereka mau bantu juga mikir kali,"['pantang', 'pakai', 'ahli', 'yang', 'penting', 'bisa', 'patuh', 'dan', 'pintar', 'sanjung', 'mereka', 'mau', 'bantu', 'juga', 'mikir', 'kali']","['pantang', 'pakai', 'ahli', 'patuh', 'pintar', 'sanjung', 'bantu', 'mikir', 'kali']"
Assalamualaikum Bondowoso hadir bang!!,assalamualaikum bondowoso hadir bang!!,assalamualaikum bondowoso hadir bang,assalamualaikum bondowoso hadir bang,"['assalamualaikum', 'bondowoso', 'hadir', 'bang']","['assalamualaikum', 'bondowoso', 'hadir', 'bang']"
"gue berfikir banyak anak anak indonesia yg emang bener jago didalam dunia IT/hacker seperti yg dibicarakn di podcast tersebut, namun sayangnya pemerintah indonesia banyak yang tidak memberikan atensi khusus kepada anak2 tersebut, dan mungkin banyak oknum2 diatas yg keras kepala sehingga merasa dirinya yang paling jago dan tidak mau menerima/mengalah dengan anak anak yg mempunyai bakat mahir dalan hal IT/cyber/hacker tersebut, mungkin dapat diartikan banyak oknum2 keras kepala dan tidak mau memberi ruang untuk anak2 yang mempunyai skill yang lebih better dan cerdas melebihi oknum2 yang sokjago dan keras kepala yang tidak mau kalah dengan anak anak tersebut, dan seperti hasilnya salah tangkap orang lagi wkwkwkw","gue berfikir banyak anak anak indonesia yg emang bener jago didalam dunia it/hacker seperti yg dibicarakn di podcast tersebut, namun sayangnya pemerintah indonesia banyak yang tidak memberikan atensi khusus kepada anak2 tersebut, dan mungkin banyak oknum2 diatas yg keras kepala sehingga merasa dirinya yang paling jago dan tidak mau menerima/mengalah dengan anak anak yg mempunyai bakat mahir dalan hal it/cyber/hacker tersebut, mungkin dapat diartikan banyak oknum2 keras kepala dan tidak mau memberi ruang untuk anak2 yang mempunyai skill yang lebih better dan cerdas melebihi oknum2 yang sokjago dan keras kepala yang tidak mau kalah dengan anak anak tersebut, dan seperti hasilnya salah tangkap orang lagi wkwkwkw",gue berfikir banyak anak anak indonesia yg emang bener jago didalam dunia ithacker seperti yg dibicarakn di podcast tersebut namun sayangnya pemerintah indonesia banyak yang tidak memberikan atensi khusus kepada anak tersebut dan mungkin banyak oknum diatas yg keras kepala sehingga merasa dirinya yang paling jago dan tidak mau menerimamengalah dengan anak anak yg mempunyai bakat mahir dalan hal itcyberhacker tersebut mungkin dapat diartikan banyak oknum keras kepala dan tidak mau memberi ruang untuk anak yang mempunyai skill yang lebih better dan cerdas melebihi oknum yang sokjago dan keras kepala yang tidak mau kalah dengan anak anak tersebut dan seperti hasilnya salah tangkap orang lagi wkwkwkw,gue berpikir banyak anak anak indonesia yang memang benar jago didalam dunia ithacker seperti yang dibicarakn di podcast tersebut namun sayangnya pemerintah indonesia banyak yang tidak memberikan atensi khusus kepada anak tersebut dan mungkin banyak oknum diatas yang keras kepala sehingga merasa dirinya yang paling jago dan tidak mau menerimamengalah dengan anak anak yang mempunyai bakat mahir dalan hal itcyberhacker tersebut mungkin dapat diartikan banyak oknum keras kepala dan tidak mau memberi ruang untuk anak yang mempunyai skill yang lebih better dan cerdas melebihi oknum yang sokjago dan keras kepala yang tidak mau kalah dengan anak anak tersebut dan seperti hasilnya salah tangkap orang lagi wkwkwkw,"['gue', 'berpikir', 'banyak', 'anak', 'anak', 'indonesia', 'yang', 'memang', 'benar', 'jago', 'didalam', 'dunia', 'ithacker', 'seperti', 'yang', 'dibicarakn', 'di', 'podcast', 'tersebut', 'namun', 'sayangnya', 'pemerintah', 'indonesia', 'banyak', 'yang', 'tidak', 'memberikan', 'atensi', 'khusus', 'kepada', 'anak', 'tersebut', 'dan', 'mungkin', 'banyak', 'oknum', 'diatas', 'yang', 'keras', 'kepala', 'sehingga', 'merasa', 'dirinya', 'yang', 'paling', 'jago', 'dan', 'tidak', 'mau', 'menerimamengalah', 'dengan', 'anak', 'anak', 'yang', 'mempunyai', 'bakat', 'mahir', 'dalan', 'hal', 'itcyberhacker', 'tersebut', 'mungkin', 'dapat', 'diartikan', 'banyak', 'oknum', 'keras', 'kepala', 'dan', 'tidak', 'mau', 'memberi', 'ruang', 'untuk', 'anak', 'yang', 'mempunyai', 'skill', 'yang', 'lebih', 'better', 'dan', 'cerdas', 'melebihi', 'oknum', 'yang', 'sokjago', 'dan', 'keras', 'kepala', 'yang', 'tidak', 'mau', 'kalah', 'dengan', 'anak', 'anak', 'tersebut', 'dan', 'seperti', 'hasilnya', 'salah', 'tangkap', 'orang', 'lagi', 'wkwkwkw']","['gue', 'berpikir', 'anak', 'anak', 'indonesia', 'jago', 'didalam', 'dunia', 'ithacker', 'dibicarakn', 'podcast', 'sayangnya', 'pemerintah', 'indonesia', 'atensi', 'khusus', 'anak', 'oknum', 'diatas', 'keras', 'kepala', 'jago', 'menerimamengalah', 'anak', 'anak', 'bakat', 'mahir', 'dalan', 'itcyberhacker', 'diartikan', 'oknum', 'keras', 'kepala', 'ruang', 'anak', 'skill', 'better', 'cerdas', 'melebihi', 'oknum', 'sokjago', 'keras', 'kepala', 'kalah', 'anak', 'anak', 'hasilnya', 'salah', 'tangkap', 'orang', 'wkwkwkw']"
Bingung mau koment apa...😅,bingung mau koment apa...😅,bingung mau koment apa,bingung mau komentar apa,"['bingung', 'mau', 'komentar', 'apa']","['bingung', 'komentar']"
Bjorka nonton semua kegaduhan ini sambil ngemil kacang 🤣🤣🤣🤣,bjorka nonton semua kegaduhan ini sambil ngemil kacang 🤣🤣🤣🤣,bjorka nonton semua kegaduhan ini sambil ngemil kacang,bjorka menonton semua kegaduhan ini sambil ngemil kacang,"['bjorka', 'menonton', 'semua', 'kegaduhan', 'ini', 'sambil', 'ngemil', 'kacang']","['bjorka', 'menonton', 'kegaduhan', 'ngemil', 'kacang']"
Xcode 😌😌😌 padahl bacanya kali code😂😂😂😂😂jogja hacker,xcode 😌😌😌 padahl bacanya kali code😂😂😂😂😂jogja hacker,xcode padahl bacanya kali codejogja hacker,xcode padahal bacanya kali codejogja hacker,"['xcode', 'padahal', 'bacanya', 'kali', 'codejogja', 'hacker']","['xcode', 'bacanya', 'kali', 'codejogja', 'hacker']"
Undang ke podhub,undang ke podhub,undang ke podhub,undang ke podhub,"['undang', 'ke', 'podhub']","['undang', 'podhub']"
Saran om alias usul.. Bahas korupsi di berbagai bidang😅,saran om alias usul.. bahas korupsi di berbagai bidang😅,saran om alias usul bahas korupsi di berbagai bidang,saran om alias usul bahas korupsi di berbagai bidang,"['saran', 'om', 'alias', 'usul', 'bahas', 'korupsi', 'di', 'berbagai', 'bidang']","['saran', 'om', 'alias', 'usul', 'bahas', 'korupsi', 'bidang']"
"Jadi kita tau bahwa polisi Indonesia tidak becus kerja, polisi di gajih dari rakyat, hanya untuk menangkap rakyat yg tidak bersalah....
Dari sini sudah jelas berarti POLISI sering salah tangkap pada rakyat..
Rakyat biasa yg miskin dan tidak kenal hukum yang di jadikan tumbal oleh polisi...😂😂🎉
Oh polisi Indonesia, prestasi nya sangat hebat. Makan dari gaji rakyat tapi kalian zolim sama rakyat, preman berseragam yg di legalkan pemerintah. Bahkan TNI pun kalah kebijakannya, polisi serba bisa tpi cari untung dgn adanya kejahatan😅","jadi kita tau bahwa polisi indonesia tidak becus kerja, polisi di gajih dari rakyat, hanya untuk menangkap rakyat yg tidak bersalah....
dari sini sudah jelas berarti polisi sering salah tangkap pada rakyat..
rakyat biasa yg miskin dan tidak kenal hukum yang di jadikan tumbal oleh polisi...😂😂🎉
oh polisi indonesia, prestasi nya sangat hebat. makan dari gaji rakyat tapi kalian zolim sama rakyat, preman berseragam yg di legalkan pemerintah. bahkan tni pun kalah kebijakannya, polisi serba bisa tpi cari untung dgn adanya kejahatan😅",jadi kita tau bahwa polisi indonesia tidak becus kerja polisi di gajih dari rakyat hanya untuk menangkap rakyat yg tidak bersalah dari sini sudah jelas berarti polisi sering salah tangkap pada rakyat rakyat biasa yg miskin dan tidak kenal hukum yang di jadikan tumbal oleh polisi oh polisi indonesia prestasi nya sangat hebat makan dari gaji rakyat tapi kalian zolim sama rakyat preman berseragam yg di legalkan pemerintah bahkan tni pun kalah kebijakannya polisi serba bisa tpi cari untung dgn adanya kejahatan,jadi kita tau bahwa polisi indonesia tidak becus kerja polisi di gajih dari rakyat hanya untuk menangkap rakyat yang tidak bersalah dari sini sudah jelas berarti polisi sering salah tangkap pada rakyat rakyat biasa yang miskin dan tidak kenal hukum yang di jadikan tumbal oleh polisi oh polisi indonesia prestasi nya sangat hebat makan dari gaji rakyat tapi kalian zolim sama rakyat preman berseragam yang di legalkan pemerintah bahkan tni pun kalah kebijakannya polisi serba bisa tapi cari untung dengan adanya kejahatan,"['jadi', 'kita', 'tau', 'bahwa', 'polisi', 'indonesia', 'tidak', 'becus', 'kerja', 'polisi', 'di', 'gajih', 'dari', 'rakyat', 'hanya', 'untuk', 'menangkap', 'rakyat', 'yang', 'tidak', 'bersalah', 'dari', 'sini', 'sudah', 'jelas', 'berarti', 'polisi', 'sering', 'salah', 'tangkap', 'pada', 'rakyat', 'rakyat', 'biasa', 'yang', 'miskin', 'dan', 'tidak', 'kenal', 'hukum', 'yang', 'di', 'jadikan', 'tumbal', 'oleh', 'polisi', 'oh', 'polisi', 'indonesia', 'prestasi', 'nya', 'sangat', 'hebat', 'makan', 'dari', 'gaji', 'rakyat', 'tapi', 'kalian', 'zolim', 'sama', 'rakyat', 'preman', 'berseragam', 'yang', 'di', 'legalkan', 'pemerintah', 'bahkan', 'tni', 'pun', 'kalah', 'kebijakannya', 'polisi', 'serba', 'bisa', 'tapi', 'cari', 'untung', 'dengan', 'adanya', 'kejahatan']","['tau', 'polisi', 'indonesia', 'becus', 'kerja', 'polisi', 'gajih', 'rakyat', 'menangkap', 'rakyat', 'bersalah', 'polisi', 'salah', 'tangkap', 'rakyat', 'rakyat', 'miskin', 'kenal', 'hukum', 'jadikan', 'tumbal', 'polisi', 'oh', 'polisi', 'indonesia', 'prestasi', 'nya', 'hebat', 'makan', 'gaji', 'rakyat', 'zolim', 'rakyat', 'preman', 'berseragam', 'legalkan', 'pemerintah', 'tni', 'kalah', 'kebijakannya', 'polisi', 'serba', 'cari', 'untung', 'kejahatan']"
ini nara sumbernya baskara putra feast/hindia.,ini nara sumbernya baskara putra feast/hindia.,ini nara sumbernya baskara putra feasthindia,ini nara sumbernya baskara putra feasthindia,"['ini', 'nara', 'sumbernya', 'baskara', 'putra', 'feasthindia']","['nara', 'sumbernya', 'baskara', 'putra', 'feasthindia']"
"Sok2 an nangkap Bjorka eh, datanya anggota POLRI malah bisa di hack... Malu2 in.","sok2 an nangkap bjorka eh, datanya anggota polri malah bisa di hack... malu2 in.",sok an nangkap bjorka eh datanya anggota polri malah bisa di hack malu in,sok an nangkap bjorka eh datanya anggota polri malah bisa di hack malu ini,"['sok', 'an', 'nangkap', 'bjorka', 'eh', 'datanya', 'anggota', 'polri', 'malah', 'bisa', 'di', 'hack', 'malu', 'ini']","['sok', 'an', 'nangkap', 'bjorka', 'eh', 'datanya', 'anggota', 'polri', 'hack', 'malu']"
Jadi aparat hasil jual sawah kok mau nangkep biorka 🤣,jadi aparat hasil jual sawah kok mau nangkep biorka 🤣,jadi aparat hasil jual sawah kok mau nangkep biorka,jadi aparat hasil jual sawah kok mau nangkep biorka,"['jadi', 'aparat', 'hasil', 'jual', 'sawah', 'kok', 'mau', 'nangkep', 'biorka']","['aparat', 'hasil', 'jual', 'sawah', 'nangkep', 'biorka']"
"antara pemerintah udah tau siapa bjorka, atau emang pemerintah tau sifat bjorka yg gampang panas jadi kalo setiap ada kasus pasti nyentil nya ke hacker itu mulu, perlu digaris bawahi di indonesia itu banyak hacker jago tapi kenapa ngarahnya ke bjorka mulu, dan polisi selalu jadi dasarnya yaitu pion biar masyarakat nyalahin polisi karna salah tangkap wkwkw","antara pemerintah udah tau siapa bjorka, atau emang pemerintah tau sifat bjorka yg gampang panas jadi kalo setiap ada kasus pasti nyentil nya ke hacker itu mulu, perlu digaris bawahi di indonesia itu banyak hacker jago tapi kenapa ngarahnya ke bjorka mulu, dan polisi selalu jadi dasarnya yaitu pion biar masyarakat nyalahin polisi karna salah tangkap wkwkw",antara pemerintah udah tau siapa bjorka atau emang pemerintah tau sifat bjorka yg gampang panas jadi kalo setiap ada kasus pasti nyentil nya ke hacker itu mulu perlu digaris bawahi di indonesia itu banyak hacker jago tapi kenapa ngarahnya ke bjorka mulu dan polisi selalu jadi dasarnya yaitu pion biar masyarakat nyalahin polisi karna salah tangkap wkwkw,antara pemerintah sudah tau siapa bjorka atau memang pemerintah tau sifat bjorka yang mudah panas jadi kalo setiap ada kasus pasti nyentil nya ke hacker itu mulu perlu digaris bawahi di indonesia itu banyak hacker jago tapi kenapa ngarahnya ke bjorka mulu dan polisi selalu jadi dasarnya yaitu pion biar masyarakat menyalahkan polisi karena salah tangkap wkwkw,"['antara', 'pemerintah', 'sudah', 'tau', 'siapa', 'bjorka', 'atau', 'memang', 'pemerintah', 'tau', 'sifat', 'bjorka', 'yang', 'mudah', 'panas', 'jadi', 'kalo', 'setiap', 'ada', 'kasus', 'pasti', 'nyentil', 'nya', 'ke', 'hacker', 'itu', 'mulu', 'perlu', 'digaris', 'bawahi', 'di', 'indonesia', 'itu', 'banyak', 'hacker', 'jago', 'tapi', 'kenapa', 'ngarahnya', 'ke', 'bjorka', 'mulu', 'dan', 'polisi', 'selalu', 'jadi', 'dasarnya', 'yaitu', 'pion', 'biar', 'masyarakat', 'menyalahkan', 'polisi', 'karena', 'salah', 'tangkap', 'wkwkw']","['pemerintah', 'tau', 'bjorka', 'pemerintah', 'tau', 'sifat', 'bjorka', 'mudah', 'panas', 'kalo', 'nyentil', 'nya', 'hacker', 'mulu', 'digaris', 'bawahi', 'indonesia', 'hacker', 'jago', 'ngarahnya', 'bjorka', 'mulu', 'polisi', 'dasarnya', 'pion', 'biar', 'masyarakat', 'menyalahkan', 'polisi', 'salah', 'tangkap', 'wkwkw']"
Polisi mau naik jabatan eh bjorka yg asli malah muncul ng3bebrin data wkwkwkwkkkk,polisi mau naik jabatan eh bjorka yg asli malah muncul ng3bebrin data wkwkwkwkkkk,polisi mau naik jabatan eh bjorka yg asli malah muncul ngbebrin data wkwkwkwkkkk,polisi mau naik jabatan eh bjorka yang asli malah muncul ngbebrin data wkwkwkwkkkk,"['polisi', 'mau', 'naik', 'jabatan', 'eh', 'bjorka', 'yang', 'asli', 'malah', 'muncul', 'ngbebrin', 'data', 'wkwkwkwkkkk']","['polisi', 'jabatan', 'eh', 'bjorka', 'asli', 'muncul', 'ngbebrin', 'data', 'wkwkwkwkkkk']"
kan makin kelihatan makin bodoh nya kinerja polisi,kan makin kelihatan makin bodoh nya kinerja polisi,kan makin kelihatan makin bodoh nya kinerja polisi,kan makin kelihatan makin bodoh nya kinerja polisi,"['kan', 'makin', 'kelihatan', 'makin', 'bodoh', 'nya', 'kinerja', 'polisi']","['bodoh', 'nya', 'kinerja', 'polisi']"
dari awal berita Bjorka ditangkap uda pengen ngakak aja sih 😅😅😅,dari awal berita bjorka ditangkap uda pengen ngakak aja sih 😅😅😅,dari awal berita bjorka ditangkap uda pengen ngakak aja sih,dari awal berita bjorka ditangkap sudah pengin mengakak saja sih,"['dari', 'awal', 'berita', 'bjorka', 'ditangkap', 'sudah', 'pengin', 'mengakak', 'saja', 'sih']","['berita', 'bjorka', 'ditangkap', 'pengin', 'mengakak', 'sih']"
"kurang lama om durasinya, episode yang ditunggu tunggu","kurang lama om durasinya, episode yang ditunggu tunggu",kurang lama om durasinya episode yang ditunggu tunggu,kurang lama om durasinya episode yang ditunggu tunggu,"['kurang', 'lama', 'om', 'durasinya', 'episode', 'yang', 'ditunggu', 'tunggu']","['om', 'durasinya', 'episode', 'ditunggu', 'tunggu']"
"ya ilah sumpah. berkali2 mencoba membodohi rakyat dah ngak mempan masih di ulang, dungu anjir sumpah.
niat nyari muka malah mending di buang dah tuh muka","ya ilah sumpah. berkali2 mencoba membodohi rakyat dah ngak mempan masih di ulang, dungu anjir sumpah.
niat nyari muka malah mending di buang dah tuh muka",ya ilah sumpah berkali mencoba membodohi rakyat dah ngak mempan masih di ulang dungu anjir sumpah niat nyari muka malah mending di buang dah tuh muka,ya ilah sumpah berkali mencoba membodohi rakyat deh enggak mempan masih di ulang dungu anjir sumpah niat mencari muka malah mending di buang deh tuh muka,"['ya', 'ilah', 'sumpah', 'berkali', 'mencoba', 'membodohi', 'rakyat', 'deh', 'enggak', 'mempan', 'masih', 'di', 'ulang', 'dungu', 'anjir', 'sumpah', 'niat', 'mencari', 'muka', 'malah', 'mending', 'di', 'buang', 'deh', 'tuh', 'muka']","['ya', 'ilah', 'sumpah', 'berkali', 'mencoba', 'membodohi', 'rakyat', 'deh', 'mempan', 'ulang', 'dungu', 'anjir', 'sumpah', 'niat', 'mencari', 'muka', 'mending', 'buang', 'deh', 'tuh', 'muka']"
Prestasi nya malakin warga😂,prestasi nya malakin warga😂,prestasi nya malakin warga,prestasi nya malakin warga,"['prestasi', 'nya', 'malakin', 'warga']","['prestasi', 'nya', 'malakin', 'warga']"
